id,section,subsection,title,page,kind,matchable,aliases,body
09f01c439545,Traits,,Mine,18,trait,True,,"Convert a Suspect marker in contact with this model into a Mine marker (is still a Suspect marker). When a model moves within 2” of the Mine marker, immediately roll a Strength 2+ die against it. If the roll is successful, the model suffers [[A]] [[A]] Damage, and the marker is removed from play. If the roll fails, remove the Mine Marker."
4cc21c85360b,Traits,,Minion,18,trait,True,,"This model can be hired up to three times in a crew, regardless of its Name."
07c10c901889,Traits,,Mixed Combat Style,18,trait,True,,After this model performs an Attack action it can perform an extra Attack action (of a different type from the first) during the same activation.
41a591187f97,Traits,,Mob,18,trait,True,,A crew that includes this model may have up to +2 additional Suspect markers in play at any one time.
55f0bd6161a1,Traits,,Mobster,18,trait,True,,"When attacking an Outnumbered model in close combat, this model rolls an additional attack die."
6ca2ab628826,Traits,,Monitoring Device,18,trait,True,,"Until the end of the round, this model gains Total Vision and its ranged weapons gain Remote Controlled."
4785b5d695e1,Traits,,Moral Compass,18,trait,True,,This model cannot attack KO models.
516671742f08,Traits,,Mortal Kiss,18,trait,True,,"If this model successfully performs at least 3 hits against a model (not a Vehicle), remove the target model as Casualty."
f922cb56351a,Traits,,Mud,18,trait,True,,"Enemy models in contact with this model that wish to move must spend a Special action as well as a Movement action. In addition, this model’s attacks gain the Slow 4 effect."
7573307617cf,Traits,,Multifire,18,trait,True,,"When using a ranged weapon, this model gains +2 attack dice. The model cannot move in the same round that it uses this ability."
515310b7e1f4,Traits,,Multitask,18,trait,True,,"This model chooses one of the following options before the game begins:
• Explorer: Gain the Undercover trait and +2 basic move distance.
• Hacker: Gain +1 Willpower. Also gains the Computer Intrusion trait.
• Defender: Gain +2 Endurance. Also gains the Force Field trait.
• Fighter: Gains +1 Attack, +1 Defense and the Claws trait."
870d714eeef5,Traits,,Multiverse Teleportation Device,18,trait,True,,"This model may not be deployed as normal at the start of the game. Instead, at the start of the Raise the Plan phase of the second round, place this model anywhere on the board (but not inside a building or similar enclosed space)."
342556383803,Traits,,My Idol!,18,trait,True,,"This model can only be recruited if a model with the Alias: Zur- En-Arrh Batman is part of the crew. In addition, while a friendly model with Alias: Zur-En-Arrh Batman is in play and not KO, this model gains +1 Willpower."
7beda989b8ed,Traits,,Narcotic Dose (DOSE),18,trait,True,Narcotic Dose,"A model may use a Narcotics Dose at any time during its activation. If it does so, the model gains the Desensitized trait until the end of the round."
455df49c600f,Traits,,Natural Immunities,18,trait,True,,"This model cannot be affected by the Blind, Poison or Steal effects."
dd5940f8f32d,Traits,,Necromancy,18,trait,True,,"This model can use Necromancy Spells. In addition, once per game during its activation this model can spend 2 MPs to inflict [[A]] Damage to another model in contact, and then remove 1 Damage marker from itself."
4ba5a2ff3f2e,Traits,,Negative Speed Force,18,trait,True,,"While this model is in play, the Speed Force Pool maximum is reduced by 2."
438f95953a49,Traits,,Night Vision,18,trait,True,,This model ignores the Night rule.
8a9a1d60bc55,Traits,,No Mercy!!!,18,trait,True,,All friendly Henchmen add the Bleed 1 effect to their Attacks.
6efa8e8821d3,Traits,,Non-Lethal Ammo,18,trait,True,,"When this model attacks non-Vehicle models with its ranged weapons, all [[A]] damage becomes [[B]] damage."
7a62449798e9,Traits,,Objectives? Puzzles everywhere!!!,19,trait,True,,"A crew that includes this model does not accomplish Objective cards following the normal rules. Instead, when a model that share an Affiliation with this model place a Suspect marker, you must roll 1D3. Place a Number Counter on top of that Suspect marker with an equal value as the roll. At the end of the round, you score Objective cards that shown the same VP value as the Number Counters on top of the friendly Suspect markers. Each Number Counter only accomplish 1 Objective card and then, is removed."
545bb2c1ec97,Traits,,Obsessive (Mental Disorder),19,trait,True,Obsessive,"If this model selects the same target for all of its Attacks in a single activation, it gains +1 to the Strength die roll."
25e94fe6c1ff,Traits,,Obstinate,19,trait,True,,"Once per round, when this model cannot make an Effort because it has reached the Effort Limit, it gains 1 free Effort. Additionally, this model can make Effort once per round when taking a Willpower roll."
9ba11eff0ce0,Traits,,OCD (Mental Disorder),19,trait,True,OCD,"If this model selects the same target for all of its attacks in a single activation, it gains +1 to its attack dice rolls."
b6281ccd64d5,Traits,,Occultism,19,trait,True,,"This model can use Occultism Spells. In addition, once per game during its activation, the model gains +1 to its Defense value until the end of the round."
f7f62a2286e9,Traits,,Offensive Defense,19,trait,True,,"When this model blocks at least 1 hit from a melee attack, then after resolving the action the attacking model suffers [[B]] [[B]] damage and is Pushed 2” (in a direction of your choice)."
b82473e9fbc5,Traits,,One-Armed,19,trait,True,,This model suffers a -1 penalty to its defense die rolls.
18288e3aa633,Traits,,One of the Boys,19,trait,True,,This model benefits from the Boss’s Inspire rule exactly as if it held the Henchman rank.
5b2ab652c829,Traits,,One Shot Gun,19,trait,True,,"One use only. Choose an enemy model within 8” and line of sight. Roll a Strength 2+ die with Damage [[A]] [[A]] [[A]] , and Bleed 3. This ability is considered a Ranged Attack with the Anti-Tank rule, so all rules, traits and abilities that relate to it are in effect (i. e. Line of Sight, Cover, and traits that affect Ranged Attacks)."
1b98804a8f45,Traits,,Order,19,trait,True,,Target another friendly model within line of sight. The chosen model can immediately place a Suspect marker.
0f4449aa58ce,Traits,,Outlaw Field Commander,19,trait,True,,Choose another friendly model within 4” and line of sight. That model gains +2 + or.
db8418613782,Traits,,Painful Empathy,19,trait,True,,"Transfer up to 2 Damage markers from another friendly model in line of sight (not a Vehicle) to this model. If any Damage markers are moved in this way, this model gains +1 to its Attacks and Defense skills until the end of the round."
7344bf830a77,Traits,,Panda Costume,19,trait,True,,This model must spend an Action (any type) to stand up. This model may do nothing else during that Action.
39691871e6b6,Traits,,Paranoid (Mental Disorder),19,trait,True,Paranoid,"If this model has at least 1 Damage marker on its character card, then during the Raise the Plan phase it gains a marker."
9b63c501b27c,Traits,,Penguin Caller,19,trait,True,,"If you have less than 3 friendly Explosive Penguins in play you may place an Explosive Penguin within 2” of this model and in contact with a friendly Suspect marker. Then, remove that friendly Suspect marker. For each model with the Animal trait within 4” of this model, add +1” to the distance at which the Explosive Penguin may be placed. Finally, the opponent gains a Pass marker."
6c0661f30932,Traits,,Penguin Feeder,19,trait,True,,"Once per activation, this model can restore Ammo Magazines used earlier in the game to friendly models with the Animal trait within 4”. Remove 1 friendly Suspect marker within 4” of this model for each magazine restored. In addition, Explosive Penguin models within 4” inflict 1 additional [[A]] when using the Self- Destruct trait. This model’s Inspire trait range is improved by +2”. However, it cannot benefit from the Protective or Small special rules until this Upgrade is disabled."
00f64fc69836,Traits,,Perfect Creations,19,trait,True,,"If a friendly Professor Pyg is removed from the game as a Casualty, all friendly Dollotrons are removed as well. Dollotrons never count towards Objective requirements for being made KO or becoming a Casualty. If a friendly Professor Pyg within 4” of this model and LoS is hit by an Attack (of any kind), this model can make an Effort to take the hit instead, and all the effects of that attack. Dollotrons can only be recruited in a crew that contains Professor Pyg."
f705f0f8639b,Traits,,Performance,20,trait,True,,"If this model is in play and not KO, enemy models within 6” that wish to perform an Attack, or use traits, must first take a Willpower roll. If they fail the test they suffer -1 to their attack dice rolls until the end of the round."
739b80f92e29,Traits,,Personalities,20,trait,True,,"At the end of each Take the Lead phase, shuffle all the Personalities cards and draw one at random. Apply the rules on that card to this model until the end of the round. This model cannot use its weapons unless it draws the Personalities card that allows it. In addition, if the opponent has 5 VP more than you, and/or this model has 3 or more Damage markers, you may draw 3 cards and choose one."
9e07e7cc4f34,Traits,,Persuasive,20,trait,True,,"At the end of this model’s activation, nominate any enemy model in line of sight that is yet to activate this round. That model must be the next to activate. The opponent can’t use a Pass to ignore this rule. A model can use this trait once per round."
58dbcdac807a,Traits,,Pickpocket,20,trait,True,,"This model may perform a Manipulate action to target a KO model in contact. If it does so, immediately follow the rules for the Steal effect."
4f60235c2155,Traits,,Planning the Move,20,trait,True,,All other friendly models with the Gotham City Siren rule in this model’s crew gain the Primary Target trait until the end of the game.
6f64cb3fe6f0,Traits,,Plant,20,trait,True,,"Each Plant recruited to your crew grants you one friendly Suspect marker that may be placed anywhere on the board at the end of the Choose Plot Cards step of the pre-game sequence. Plants are not deployed as usual – instead, during a friendly model’s activation, you may place one of your Plants in contact with a friendly Suspect and then remove that Suspect. Always are considered an activable model and inside the gaming area.
• If a Plant gets Knocked Out, immediately remove it as a Casualty.
• A plant may receive an Audacity marker even if it is not in play.
• A Plant’s basic move distance cannot be increased by any means.
• Plants have a 4” ‘action zone’ radius. Within that radius, Plants are able to attack in Melee (no line of sight or contact is needed), and may perform the Manipulate action.
• Plants can only Manipulate to reveal Suspects.
• Plants are immune to the Poison, Knocked Down, Hypnotize and Blind effects.
• When a Plant is removed as a Casualty, it can be placed in play again in a subsequent round with its usual rules, removing all damage and effects suffered previously."
1103a5909df2,Traits,,Play Nice!,20,trait,True,,All friendly Henchmen in this model’s crew gain the Bluff trait.
79c0ca8c0cfc,Traits,,Plead,20,trait,True,,Choose one enemy model (not a Vehicle) within 4” and line of sight. The target must pass a Willpower roll or be unable to attack this model this round.
cdf43025ef85,Traits,,Poison Immunity,20,trait,True,,This model is immune to the Poison effect.
f7dfe76de6d0,Traits,,Poison Master,20,trait,True,,Models that perform a roll to resist the Poison effect within 8” of this model may roll 1 less dice (at your choice).
4b5f808aee91,Traits,,Pollination,20,trait,True,,"When this model places a Suspect, it may be placed completely within a friendly plant action zone."
0c1bc7f6afeb,Traits,,Pollution Hate,20,trait,True,,This model cannot enter Sewers.
e25ba546441a,Traits,,Possessed,20,trait,True,,"When this model is the Boss you can recruit up to three Henchman with any Affiliation (as long as they don’t have the Bot or Cybernetic traits). Their Affiliation is assumed to be the same as this model. However, Henchmen hired in this way lose -1 Willpower and gain the Self-Discipline trait if they do not have it already."
745eb98e2d4d,Traits,,Possession,20,trait,True,,"Target a model within 4” (not a Vehicle, or a model with the Bot trait). The target must take a Willpower roll with a -1 Willpower penalty. If it fails the roll, the target becomes Possessed! Remove this model (the ‘Possessor’ hereafter) from play – it cannot be activated while this trait is in effect, and it does not count for the purposes of Passes. However, the Possessed model is now controlled by you, rather than its own player. Treat it as a member of your crew (if the model has already activated this round, then you may award the model an Audacity marker in the following round). At the end of its next activation, the Possessed model must pass a Willpower roll (again with a -1 Willpower penalty) or continue being possessed. If the Possessed model passes the Willpower roll, the possession ends – see below. Alternatively, at the end of the Possessed model’s activation, immediately before the Willpower roll is taken, the Possessor may choose to end the possession.
• When the possession ends, return the Possessor to play by placing it within 4” of the Possessed model. The Possessor cannot be activated this round; the model that was Possessed returns immediately to the control of its owning player.
• If the Possessed model becomes KO or Casualty while possessed, then the possession ends as described above. However, as soon as the Possessor is placed on the board, assign [[A]] [[A]] Damage to its character card."
81a916feb832,Traits,,Power Armor,21,trait,True,,"Enemy models roll 1 less attack dice when targeting this model. In addition, you can make Efforts to ignore up to 2 Damage markers received per Effort."
81b4527bccce,Traits,,Power Armor MkII,21,trait,True,,"This model is Immune to CRT. In addition, you can make Efforts to ignore up to 2 Damage markers received per Effort."
da7e2bb5e9db,Traits,,Power Dampening,21,trait,True,,All models within 4” of this model lose the Incorporeal and Invulnerability traits and cannot cast Spells this round.
d1b846b3d79b,Traits,,Power Strike,21,trait,True,,"Once this trait is activated, for the rest of the round when this model damages a non-vehicle enemy with a Melee Attack Action, the damaged model suffers the Knocked Down effect too."
fda5f4ccb39d,Traits,,Power Supply,21,trait,True,,"This model starts the game with 3 Power counters. Once per model activation, this model can spend 1 Power counter as follows:
• During its activation: This model gains a marker. +4
• During its Attack: Each Hit scored needs two successful blocks to cancel it.
• When receiving Damage: This model ignores up to 2 Damage markers suffered.
In addition, this model can Manipulate a Streetlamp marker to gain 2 Power counters."
8ed47b2376a8,Traits,,Precise Aim,21,trait,True,,"If this model has not moved, when performing a Ranged Attack it gains +2 to its attack dice rolls. This model may not move after using Precise Aim."
6c96f865bc32,Traits,,Precise Blow,21,trait,True,,"Once this trait is activated, for the rest of the round this model gains a +1 bonus to its attack dice rolls, and may reroll the Strength die."
1ec12c2382c1,Traits,,Primary Target,21,trait,True,,This model can treat enemy Suspect markers as friendly.
00f0d66d2899,Traits,,Protect Me!,21,trait,True,,"If this model is hit by an enemy attack (any type), you may make an Effort to nominate a friendly model within 4” and LoS (not a Vehicle) to take the attack instead. Resolve any Damage and/or effects against the nominated model."
56e616be47ba,Traits,,Psychiatrist,21,trait,True,,All friendly Henchmen models with a Mental Disorder trait within 8” and line of sight of this model gain +1 to their Attack and Defense skills. These bonuses last until the end of the next Raise the Plan phase.
17fa49132c4d,Traits,,Psycho,21,trait,True,,This model’s Willpower skill cannot be reduced under any circumstances.
205ed6be063f,Traits,,Psychologist,21,trait,True,,"When a model within 4” scores an Objective, that model suffers Enervating 1 or removes 1 [[B]] from its character card (your choice)."
168ee0af129e,Traits,,Psychoanalysis,21,trait,True,,"Target a model with a Mental Disorder trait, friendly or enemy, within 8” and LoS. The target ignores the effects of their Mental Disorder until the end of the round."
c61e010e5d3a,Traits,,Public Resources,21,trait,True,,"If this model is included in your crew, add $300 to the crew’s available Funding. In addition, you may place one additional Streetlamp and Sewer marker before the game starts."
17ac12a964c7,Traits,,Puzzle Master,21,trait,True,,"This model can place 2 Suspect markers when performing a Manipulate action, and can place them within 6” instead of in contact."
53c69031cd56,Traits,,Pyromania (Mental Disorder),21,trait,True,Pyromania,"If, at the beginning of its activation, this model can see any model with a Fire marker, this model gains a marker."
4a41536bff58,Traits,,Quiz Master,21,trait,True,,"When this model scores an Objective card with multiple copies in the deck, you can search the Objective deck for another copy of the same card and put it in your hand. Then, shuffle your deck."
30410945ba83,Traits,,Radio,22,trait,True,,This model is always treated as though it were within range of the Inspire rule.
98d84a7fe072,Traits,,Radioactive Soul-Self,22,trait,True,,"When this trait is used, this model becomes immune to all Damage and effects, cannot be targeted by any model, cannot move, and cannot perform Manipulate actions. However, this model gains +1 Attacks skill, adds +2 to its attack dice rolls, and its Unarmed Melee Attacks produce [[B]] [[B]] Damage. This model can make Melee Attacks against models up to 8” away as if it were in contact. These conditions last until the end of the model’s next activation. This trait cannot be used in two consecutive rounds."
0341d2049cc2,Traits,,Raised in the Sewers,22,trait,True,,This model can deploy in contact with a Sewer marker instead of in its deployment zone.
f1fb401bef98,Traits,,Ranged Master,22,trait,True,,See Expert Marksman.
e2d27545c13a,Traits,,Rapid Fire,22,trait,True,,"When making a Ranged Attack, this model gains +1 Attack die."
85af1a170679,Traits,,Rat Tamer,22,trait,True,,Sewer Swarm models within 8” of this model gain a + marker and a marker. +2
4ae28469dcc7,Traits,,Really Huge,22,trait,True,,This model ignores up to 2 [[B]] Damage per enemy Attack.
8b6fdc5b1dfa,Traits,,Reanimated Owl,22,trait,True,,"This model can re-roll failed rolls to recover from KO. When this model becomes a Casualty, the opponent gains 1 Resource point."
4d27801f0f78,Traits,,Reflexes,22,trait,True,,"When performing a Ranged Attack against this model, successful hits must be rerolled."
3bbd77ccf161,Traits,,Regeneration,22,trait,True,,"During the Recount phase, if this model is not KO it can remove 1 additional Damage marker (any type)."
4838805279d6,Traits,,Regrets,22,trait,True,,"At the start of each of this model’s activations, it must pass a Willpower roll or be unable to make any Attacks or use Flaming Wave during this round. For each friendly model that is KO or removed as a Casualty so far this game, this model gets -1 to the roll."
41763ca70c77,Traits,,Reinforced Gloves,22,trait,True,,This model’s Unarmed Melee Attacks inflict Damage [[B]] [[B]] .
420dd99337d3,Traits,,Repairman,22,trait,True,,Remove 2 Damage marker from a target Vehicle in contact.
189214cd79bb,Traits,,Resilient,22,trait,True,,This model can reroll failed Endurance rolls.
c08437f08595,Traits,,Retractable Claws,22,trait,True,,This model’s Unarmed Melee Attacks inflict Damage [[A]] [[B]] and have the Sharp weapon special rule.
9608689001f6,Traits,,Revenge,22,trait,True,,All friendly Henchmen that attack an enemy model within 8” of this model gain one extra attack die this round.
5776b0abe8dc,Traits,,Ricochet,22,trait,True,,"After this model scores any successful hits with a Ranged Attack, select another enemy model within 2” and line of sight of the target. Perform an extra Ranged Attack (without spending Ammo) against this second target with the same weapon, ignoring line of sight, effective range and cover."
0f65fc48233e,Traits,,Riddler Bots,22,trait,True,,"When you hire a model with the trait ‘Can you solve this?/X’, this trait changes to Autorepair/X (X is the value of the ‘Can you solve this?’ trait) and Multitask."
bba80185d39d,Traits,,Riddles Addict,22,trait,True,,"Once per round, this model can Reveal enemy markers without spending an Action."
6a3dcddf0a07,Traits,,Rock,22,trait,True,,This model’s attacks gain the Overwhelming weapon special rule.
5877afbfa109,Traits,,Roots,22,trait,True,,"Target an enemy model within 8” and line of sight. Perform an opposed Endurance roll against that model – if you succeed, the target suffers the Pinned Down effect until the end of the round."
1ba1223d792d,Traits,,Runaway,22,trait,True,,This model is immune to the Arrest trait.
fd731d67a5dd,Traits,,Sad Life,22,trait,True,,"Enemies within 6” that wish to perform an Action must first make
1 Effort (if the target cannot make an Effort, it can ignore this rule)."
c2119fbdd3b6,Traits,,Safe Hands,23,trait,True,,This model is immune to the Steal effect.
893a2148f3f4,Traits,,Sapper,23,trait,True,,One use only. Place a friendly Suspect marker in base contact. That Suspect marker is treated as a small obstacle that provides Cover.
c14cc29ebb3e,Traits,,Savage Fighter,23,trait,True,,This model gains +1 to its attack dice rolls and the Push effect when performing a melee attack until the end of the round.
215177580b82,Traits,,Scheming (X),23,trait,True,Scheming,"During the Raise the Plan phase, if this model is in play and not KO, you can move up to X Suspect markers 4”, ignoring the minimum range between Suspect markers."
d20de9a11b36,Traits,,Scientific,23,trait,True,,"This model may roll one additional die when performing a Willpower roll. When this model performs a Special action during its activation, it may perform an additional different Special action as an extra action."
25a052df48c2,Traits,,Scout,23,trait,True,,"This model may move before the first Take the Lead phase of the game, following the rules for Movement Actions (this does not affect the model’s normal activation)."
796481e9d1aa,Traits,,Sealed Cabin,23,trait,True,,"Only attacks listed on the Upgrade card can be made by this model, plus the Charge trait. In addition, this model (and any model transported in it) cannot perform Manipulate actions."
b85ad7d3b859,Traits,,Searcher,23,trait,True,,"While this model is in play and not KO, the opponent’s Resource points are reduced by -1."
f62f42685d8b,Traits,,Security Chief,23,trait,True,,"If this model is within 4” of your crew’s Boss, enemy models suffer a -1 penalty to Attack rolls against that Boss."
f77a72414330,Traits,,Self-Destruction,23,trait,True,,"Center the Explosive template over this model. This is resolved as an Explosive Ranged Attack, rolling a Strength 2+ die for each affected model – on a successful roll, the model receives [[A]] [[B]] Damage. Once this action is resolved, remove this model as a Casualty."
922fcb4c73b5,Traits,,Self-discipline,23,trait,True,Self Discipline,"This character cannot be controlled by an opponent (for example, by means of an ability that inflicts the Hypnotize effect)."
3ff3b42c064e,Traits,,Sewer Swarm X,23,trait,True,Sewer Swarm,"After deployment, but before the game begins, place X Sewer Swarm models within 2” of this model. If, during this model’s activation, you have less than X Sewer Swarms in play, you may make X Efforts to place X Sewer Swarm models within 2” of this model, then, the opponent gains X Pass markers. While a Sewer Swarm is within 8” of this model, it gains the Poison Master rule. In addition, if this model is hit by an enemy attack (close combat or ranged), you may make an Effort to nominate a friendly Sewer Swarm model within 4” and LoS to take the attack instead. Resolve any Damage and/or effects against the nominated model."
7a9fb9f05dfc,Traits,,Sewer Worker,23,trait,True,,"One use only. During this model’s activation, you can place a Sewer marker anywhere on the gaming area at least 2” from any other marker."
614abcdb7853,Traits,,Shapeshifting,23,trait,True,,"At the start of the Raise the Plan phase, if this model is not KO then it may exchange an Upgrade card with the name ‘(Animal) Form’. Place the new model in contact, then remove the original model."
8c6b5cfb800d,Traits,,Sharpshooter,23,trait,True,,Ranged Attacks made by this model ignore the Cover rule.
a3ef514d10d4,Traits,,Shockwave,23,trait,True,,Enemy models within 4” of this model suffer the Slow 2 effect.
cb8fd0f94fe0,Traits,,Shooter,23,trait,True,,"When this model performs Ranged Attacks against targets within 8”, the target does not benefit from the Cover rule."
72315862f80d,Traits,,Simple Mind,23,trait,True,,This model cannot benefit from the Inspire rule.
84a1fac0c0f7,Traits,,Slow Digestion,23,trait,True,,"After resolving a Devour attack that inflicts damage, remove the target from the gaming area. That model is ‘Devoured’. A Devoured model may still be activated each round, but can only take an Endurance roll. If it is successful, place the Devoured model within 2” of this model and continue its activation. If the Endurance roll fails, the Devoured model suffers [[A]] [[A]] damage. This model can only remove one enemy from the game in this way at the same time. If this model becomes a Casualty, place any model it Devoured within 2” before removing this model. If a model is still Devoured when the game ends, it is considered a Casualty."
7f3dd618983f,Traits,,Small,24,trait,True,,This model gains +1 Defense against enemy Ranged Attacks.
cc500485d861,Traits,,Smuggler,24,trait,True,,"When this model is recruited, its crew can buy Magazines and Radio equipment at half of the usual $ cost."
8f7e82826cc1,Traits,,Sneak Attack,24,trait,True,,"If, at the beginning of the attacker’s activation, the target could not see the attacker, the target model cannot make Efforts when defending against this model during that activation."
8719f3f0a191,Traits,,Sneaking,24,trait,True,,"During the Recount phase, this model can move up to 2”, using the rules for Movement Actions."
822ac1167311,Traits,,Soul Armor,24,trait,True,,Remove up to 2 Damage markers (any type) from this model.
1f96f776aacf,Traits,,Soul Voices,24,trait,True,,"If this model has an Audacity marker, but has not yet activated this round, you may remove the marker to gain two free Efforts when defending. In addition, this model may spend an additional action when attacking to gain two free Efforts."
8cd30efc0e67,Traits,,Speedster X,24,trait,True,Speedster,"This model can use Speed Force Powers, and has a maximum reserve of X Speed Force markers. A Speedster model gains +2” to its basic move distance. The model does not treat Difficult Ground and Climbing as Impaired Movement, although other effects that modify the terrain (i. e. Ice) must be taken into account. Enemy models cannot defend against this model’s Melee Attacks unless the target has the Speedster trait too."
5eb4252d08b2,Traits,,Speed Force Absorption,24,trait,True,,This model can steal 1 Speed Force marker from another model with the Speedster trait at the end of the Drain Speed Force subphase. This marker may cause the model to exceed the normal maximum reserve of Speed Force markers.
5e7605da8923,Traits,,Speed Force Master,24,trait,True,,This model can spend up to 2 Speed Power markers during its activation to gain up to 2 + or.
317f5fea326d,Traits,,Stay in Formation,24,trait,True,,"One use only. During this model’s activation, choose another friendly model within 8”. That model may immediately move up to 6” directly towards this model."
e049d117e0e7,Traits,,Stealth,24,trait,True,,"When this model is under the effect of the Night rule, it can only be seen by enemies within 8” instead of the usual range. It is still subject to rules that aid detection, such as Lights, Total Vision, etc."
6cdac8c72ed2,Traits,,Steel Hands,24,trait,True,,This model’s Unarmed Melee Attacks [[B]] [[B]] [[B]] inflict Damage with the Push effect.
78cd065fcdb6,Traits,,Stop!,24,trait,True,,"Target an enemy model within 8” and line of sight (not a Vehicle). Perform an opposed Willpower roll against that model. If successful, reduce the target model’s Defense skill by 1 (this trait is not cumulative if used multiple times on the same model). In addition, the target suffers the Slow 4 effect. Both effects last until the end of the round."
5815b9be617b,Traits,,Strategist,24,trait,True,,"While this model is in play and not KO, you gain +1 Resource point."
0c9cd71fa72b,Traits,,Street Fighter,24,trait,True,,"When attacking or defending, this model can remove a friendly Suspect within 2” to gain 2 free Efforts."
c192091feb15,Traits,,Street Guy,24,trait,True,,"When this model benefits from the Cover rule, it may force the attacker to reroll one successful hit."
3acb249d5a77,Traits,,Stretching,24,trait,True,,"At the start of this model’s activation, you may change any number of its [[A]] Damage to [[B]] Damage markers. In addition, once per round, during its activation, this model can choose to increase its size or decrease it. Until its next activation, if the model increases its size it gains +1 to its Strength rolls, and its Unarmed Melee Attacks inflict [[B]] [[B]] damage, but the model reduces its Defense by -1. If the model decreases its size, it gains +1 to Defense and gains the Dodging rule, but suffers a -1 penalty to its Strength rolls."
3a029b5fec9b,Traits,,Stupid,24,trait,True,,"This model cannot perform Manipulate Actions, under any circumstances."
355b63308a99,Traits,,Sturdy,25,trait,True,,This model does not reduce its Effort Limit due to accumulated Damage.
c8a83eefe7f4,Traits,,Subliminal Suggestion,25,trait,True,,Choose a single model (friendly or enemy) with a Mental Disorder trait within 8” and line of sight. You may move the target model up to 4” (but cannot move it so that it Falls).
253015de6af4,Traits,,Superior Sense of Smell,25,trait,True,,"This model doesn’t need an uninterrupted line of sight to see its target. Instead, anything within 10” can be seen by this model. In addition, this model is immune to the Blind effect."
6b9166f606ce,Traits,,Super Jump,25,trait,True,,Remove this model and immediately place it completely within 6”.
eb3a715dd126,Traits,,Supernatural,25,trait,True,,All attacks made by this model have the Magic rule.
af0936ee617d,Traits,,Surgical madness (Mental disorder),25,trait,True,Surgical madness,"When this model uses the Medic trait, the target model removes 1 extra Damage marker (any type). In addition, roll 1D6. The target model gains the following trait until the end of its next activation:
Result Trait
1 Weak
2 Stupid
3 Aggressive Schizophrenia
4 The Voices
5 OCD
6 Desensitized"
a9f0cb0b2f52,Traits,,Survivor,25,trait,True,,"When this model is made a Casualty, do not remove it from play. Instead, roll a D6: on a result of 5+ the model removes 1 Injury marker [[A]] and remains in play. If the roll is failed, the model becomes a Casualty."
c1100cf121cd,Traits,,Sustained Defense,25,trait,True,,"For every two successful defense rolls made by this model, cancel one extra enemy hit."
f3ae8a8a6e5d,Traits,,Swarm,25,trait,True,,"This model cannot be recruited, but can only be brought into play by the Sewer Swarm X trait. This model gains +1 Defense skill vs enemy Ranged Attacks. This model cannot perform Manipulate Actions by any means. Swarms do not fulfill enemy Objective criteria for making models KO or removing them as Casualties. If this model is made KO, remove it as a Casualty."
b824f4ca7967,Traits,,Swift,25,trait,True,,This model can make 1 Effort to improve its basic move distance by +2” for the remainder of the round.
d7c786023c78,Traits,,Tachyon Device,25,trait,True,,"In the Drain Speed Force sub-phase, if there aren’t any Speed Force markers in the Speed Force pool, this model adds up to 2 Speed Force markers to its own reserve."
84079a72cfc2,Traits,,Take Cover!,25,trait,True,,Choose a friendly Henchmen within 4” of this model (but not the activated model itself). That model gains 2 markers.
4bb0ca61d301,Traits,,Takedown,25,trait,True,,"When this model makes another model KO with an Attack, it may immediately make an Effort to make the target a Casualty."
5c74fa93e0a7,Traits,,Taunt,25,trait,True,,"Choose one enemy model (not a Vehicle) within 8” and line of sight. Perform an opposed Willpower roll against that model. If it successful, then for the rest of the round increase the target’s Attacks skill by +1, but reduce its Defense skill by -2."
be16b092069a,Traits,,Teamwork X (All),25,trait,True,Teamwork,"During its activation,this model may roll X additional dice when performing Melee Attacks and defense rolls while another model with the Teamwork trait is within 4”."
91af06dfb307,Traits,,Teamwork X (Model),25,trait,True,Teamwork,"During its activation,this model may roll X additional dice when performing Melee Attacks and defense rolls while the named model is within 4”."
d1b24ab51402,Traits,,Technique,25,trait,True,,"Once this trait is activated, for the rest of the round when this model damages a non-vehicle enemy with a Melee Attack Action, the damaged model suffers the Paralyze effect too."
680cc55e9bd0,Traits,,Teen Titans Founder,25,trait,True,,"This model can be recruited in a Teen Titans Team, ignoring ‘The Sidekick’ trait. When operating as part of a Teen Titans crew, this model gains +1 Willpower, +1 Strength and the Reinforced Gloves trait."
acbfb43f6b7d,Traits,,Telekinesis,26,trait,True,,"At the start of each of this model’s activations, choose one of the following effects until the end of the round:
• This model’s weapons can still be used at full RoF if it moves.
• This model’s Unarmed Melee Attacks inflict [[B]] [[B]] [[B]] and its Strength roll always succeeds on a 3+, ignoring any other rule (but it cannot benefit from the Mixed Combat Style trait)."
d7bc28d9dc3a,Traits,,Tension,26,trait,True,,This model gains +1 to its Attacks and Defense values while it has at least one [[A]] Damage marker on its Character Card.
ea575bd3ae8d,Traits,,The Boss,26,trait,True,,"If this model is the crew’s Boss, friendly Henchmen gain the Expendable trait."
9474a4578159,Traits,,The Dark Knight Returns,26,trait,True,,Keyword.
18c1dd936d63,Traits,,The Devil You Know,26,trait,True,,"When this model casts a Spell, it may apply any Failure result to a friendly model instead of itself."
008379b929b9,Traits,,The Dynamic Duo,26,trait,True,,"This model can activate immediately after a friendly Robin (Boy Wonder) model within 8”, interrupting the usual sequence of play."
